300	0
301	0
302	0
303	0
304	0
305	0
306	0
307	0
308	0
309	0
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	0
319	0
320	0
321	0
322	0
323	0
324	0
325	0
326	0
327	0
328	0
329	0
330	0
331	0
332	0
333	0
334	0
335	0
336	0
337	0
338	0
339	0
340	0
341	0
342	8.95e-05
343	8.64e-05
344	8.664e-05
345	8.441e-05
346	8.533e-05
347	8.228e-05
348	7.917e-05
349	8.001e-05
350	7.68e-05
351	7.74e-05
352	7.391e-05
353	7.448e-05
354	7.505e-05
355	7.164e-05
356	7.218e-05
357	7.254e-05
358	7.308e-05
359	6.936e-05
360	6.987e-05
361	7.038e-05
362	7.089e-05
363	7.14e-05
364	7.191e-05
365	7.242e-05
366	7.293e-05
367	7.327e-05
368	7.378e-05
369	7.429e-05
370	7.902e-05
371	7.956e-05
372	7.548e-05
373	7.599e-05
374	7.633e-05
375	8.118e-05
376	8.626e-05
377	8.664e-05
378	9.618e-05
379	0.0001104
380	0.00012012
381	0.00013485
382	0.00015444
383	0.0001833
384	0.00020812
385	0.000247
386	0.00030051
387	0.00034967
388	0.0004338
389	0.00051788
390	0.00065124
391	0.0008784
392	0.0011809
393	0.00153996
394	0.0019019
395	0.00616032
396	0.0219967
397	0.04285
398	0.0600643
399	0.0624809
400	0.0678192
401	0.070932
402	0.0751995
403	0.0766822
404	0.0777425
405	0.0788138
406	0.0807925
407	0.0827996
408	0.0844544
409	0.0857982
410	0.087297
411	0.0885465
412	0.0903638
413	0.0922082
414	0.093499
415	0.0951535
416	0.0983774
417	0.100048
418	0.101461
419	0.102882
420	0.103387
421	0.104274
422	0.106181
423	0.107715
424	0.110854
425	0.11209
426	0.114071
427	0.115649
428	0.117854
429	0.119651
430	0.122514
431	0.123606
432	0.125681
433	0.126152
434	0.128485
435	0.130334
436	0.13172
437	0.132486
438	0.135911
439	0.138787
440	0.13919
441	0.142075
442	0.142932
443	0.144778
444	0.145773
445	0.147141
446	0.148537
447	0.150328
448	0.151663
449	0.152717
450	0.153574
451	0.155735
452	0.15667
453	0.158736
454	0.160374
455	0.162123
456	0.162007
457	0.163899
458	0.164318
459	0.165571
460	0.167339
461	0.168264
462	0.170257
463	0.171835
464	0.173352
465	0.174182
466	0.175182
467	0.176815
468	0.177053
469	0.177011
470	0.178285
471	0.181202
472	0.180825
473	0.181713
474	0.182795
475	0.184089
476	0.185611
477	0.186049
478	0.186605
479	0.187119
480	0.188399
481	0.190414
482	0.191234
483	0.192703
484	0.19412
485	0.19378
486	0.193735
487	0.195238
488	0.196869
489	0.198443
490	0.199217
491	0.201315
492	0.202119
493	0.202125
494	0.202267
495	0.202571
496	0.203982
497	0.204992
498	0.206461
499	0.207692
500	0.207708
501	0.208885
502	0.209281
503	0.210836
504	0.211264
505	0.211806
506	0.212344
507	0.213584
508	0.214741
509	0.215568
510	0.217272
511	0.217627
512	0.216897
513	0.21755
514	0.218173
515	0.220275
516	0.22129
517	0.222069
518	0.222241
519	0.222847
520	0.223797
521	0.224915
522	0.226257
523	0.228077
524	0.229395
525	0.229901
526	0.230694
527	0.230253
528	0.230618
529	0.230586
530	0.230822
531	0.231149
532	0.232882
533	0.23308
534	0.234286
535	0.235665
536	0.236744
537	0.237306
538	0.236939
539	0.23506
540	0.234847
541	0.233398
542	0.236934
543	0.239682
544	0.242565
545	0.208509
546	0.209918
547	0.156681
548	0.0903173
549	0.0405753
550	0.0419644
551	0.00811985
552	0.00388847
553	0.00205099
554	0.00106755
555	0.00196688
556	0.00038173
557	0.00027174
558	0.00020704
559	0.00024586
560	0.00014858
561	0.0001292
562	0.00012274
563	0.00010336
564	0.0001615
565	9.03e-05
566	8.385e-05
567	7.74e-05
568	7.716e-05
569	7.04e-05
570	7.04e-05
571	0.00010914
572	6.39e-05
573	5.76e-05
574	5.76e-05
575	6.39e-05
576	5.76e-05
577	5.769e-05
578	5.778e-05
579	5.787e-05
580	5.805e-05
581	5.176e-05
582	5.192e-05
583	5.2e-05
584	5.208e-05
585	5.216e-05
586	5.224e-05
587	5.216e-05
588	4.543e-05
589	4.501e-05
590	4.501e-05
591	4.536e-05
592	4.522e-05
593	4.557e-05
594	4.55e-05
595	4.529e-05
596	4.564e-05
597	4.55e-05
598	4.564e-05
599	3.918e-05
600	3.924e-05
601	3.93e-05
602	3.93e-05
603	3.28e-05
604	3.285e-05
605	2.632e-05
606	1.974e-05
607	1.977e-05
608	1.32e-05
609	1.32e-05
610	6.61e-06
611	6.62e-06
612	6.62e-06
613	6.63e-06
614	6.64e-06
615	6.64e-06
616	6.65e-06
617	6.65e-06
618	6.66e-06
619	6.66e-06
620	6.67e-06
621	6.67e-06
622	6.67e-06
623	6.68e-06
624	6.68e-06
625	6.68e-06
626	6.68e-06
627	6.66e-06
628	6.45e-06
629	6.59e-06
630	6.6e-06
631	6.64e-06
632	6.66e-06
633	6.7e-06
634	6.72e-06
635	6.73e-06
636	6.75e-06
637	6.76e-06
638	6.78e-06
639	6.79e-06
640	6.81e-06
641	6.82e-06
642	6.83e-06
643	6.83e-06
644	6.84e-06
645	6.84e-06
646	6.81e-06
647	6.79e-06
648	6.77e-06
649	6.8e-06
650	6.85e-06
651	6.86e-06
652	6.82e-06
653	6.87e-06
654	6.87e-06
655	6.86e-06
656	6.87e-06
657	6.88e-06
658	6.9e-06
659	6.92e-06
660	6.93e-06
661	6.95e-06
662	6.96e-06
663	6.96e-06
664	6.97e-06
665	6.97e-06
666	6.98e-06
667	6.99e-06
668	6.99e-06
669	7e-06
670	7.01e-06
671	7.01e-06
672	7.02e-06
673	7.02e-06
674	7.03e-06
675	7.03e-06
676	7.04e-06
677	7.04e-06
678	7.05e-06
679	7.05e-06
680	7.06e-06
681	7.06e-06
682	1.412e-05
683	1.414e-05
684	1.414e-05
685	2.121e-05
686	2.115e-05
687	1.833e-05
688	1.92e-05
689	1.896e-05
690	1.941e-05
691	2.007e-05
692	2.049e-05
693	2.061e-05
694	2.058e-05
695	2.076e-05
696	1.39e-05
697	1.412e-05
698	1.408e-05
699	1.39e-05
700	1.394e-05
701	1.39e-05
702	1.394e-05
703	1.41e-05
704	1.412e-05
705	1.404e-05
706	1.406e-05
707	1.41e-05
708	2.118e-05
709	2.127e-05
710	2.118e-05
711	2.127e-05
712	2.136e-05
713	2.13e-05
714	2.127e-05
715	2.121e-05
716	2.112e-05
717	2.049e-05
718	2.013e-05
719	1.998e-05
720	1.977e-05
721	2.07e-05
722	2.804e-05
723	2.78e-05
724	2.712e-05
725	3.405e-05
726	3.4e-05
727	3.415e-05
728	4.08e-05
729	4.122e-05
730	4.116e-05
731	4.788e-05
732	4.872e-05
733	4.942e-05
734	4.977e-05
735	4.26e-05
736	4.242e-05
737	4.254e-05
738	4.278e-05
739	4.284e-05
740	4.308e-05
741	4.314e-05
742	5.04e-05
743	5.054e-05
744	5.061e-05
745	5.068e-05
746	5.068e-05
747	5.792e-05
748	5.8e-05
749	5.8e-05
750	6.525e-05
751	6.534e-05
752	7.26e-05
753	7.986e-05
754	7.997e-05
755	8.724e-05
756	9.451e-05
757	9.451e-05
758	0.00010164
759	9.464e-05
760	2.135e-05
761	1.626e-05
762	5.808e-05
763	4.17e-05
764	5.4e-05
765	7.35e-05
766	0.00011088
767	0.0001326
768	0.00015246
769	0.00017112
770	0.000181
771	0.00019683
772	0.0002044
773	0.0002193
774	0.00022661
775	0.00024156
776	0.00024888
777	0.0002562
778	0.00027084
779	0.00027816
780	0.0002928
781	0.00030786
782	0.00032985
783	0.00034451
784	0.0003665
785	0.00038064
786	0.00040205
787	0.00041553
788	0.00042893
789	0.00044103
790	0.00046208
791	0.00049164
792	0.00051404
793	0.0005445
794	0.0005767
795	0.00060424
796	0.00062006
797	0.00064347
798	0.00068432
799	0.00070519
800	0.00070228
801	0.00070228
802	0.00070228
803	0.00070325
804	0.00070422
805	0.00070713
806	0.00071638
807	0.00072369
808	0.0007227
809	0.00072171
810	0.00072072
811	0.00071775
812	0.00071478
813	0.00070983
814	0.00070488
815	0.0006909
816	0.00067512
817	0.00068208
818	0.00068306
819	0.000693
820	0.00071
821	0.000722
822	0.00069874
