# Table 20 Colours of redshifted Kinney--Mannucci E galaxy
# SDSS (ugriz), WFCAM (ZYJHK) and 2MASS (J2,H2,K2) colours on the Vega system
# Col 1: redshift
# Col 2: u-g An entry with "..." denotes no colour available
# Col 3: g-r An entry with "..." denotes no colour available
# Col 4: r-i
# Col 5: i-z
# Col 6: Z-z
# Col 7: Z-Y
# Col 8: Y-J
# Col 9: J-H
# Col 10: H-K An entry with "..." denotes no colour available
# Col 11: J-J2
# Col 12: H-H2
# Col 13: K-K2 An entry with "..." denotes no colour available
#
 0.0   0.802   1.100   0.605   0.483   0.015   0.340   0.572   0.661     ...  -0.035   0.023      ...
 0.1   1.009   1.312   0.658   0.510   0.031   0.374   0.589   0.718   0.397  -0.034   0.023   -0.022
 0.2   1.339   1.659   0.744   0.520   0.024   0.388   0.606   0.769   0.576  -0.038   0.022   -0.007
 0.3   1.446   1.981   0.843   0.551   0.034   0.412   0.621   0.822   0.734  -0.034   0.026   -0.017
 0.4   1.429   2.171   0.943   0.630   0.022   0.408   0.648   0.844   0.817  -0.040   0.027   -0.050
 0.5   1.023   2.184   1.241   0.685   0.029   0.414   0.674   0.873   0.845  -0.029   0.029   -0.056
 0.6   0.289   2.308   1.500   0.746   0.025   0.466   0.689   0.869   0.891  -0.045   0.030   -0.045
 0.7  -0.265   2.461   1.666   0.847   0.049   0.557   0.699   0.909   0.930  -0.042   0.026   -0.050
 0.8  -0.387   2.534   1.569   1.101   0.064   0.592   0.711   0.938   0.964  -0.029   0.030   -0.058
 0.9  -0.439   2.378   1.547   1.348   0.023   0.589   0.771   0.948   0.977  -0.040   0.034   -0.060
 1.0  -0.404   2.018   1.662   1.446   0.053   0.696   0.850   0.961   0.997  -0.045   0.026   -0.061
 1.1  -0.482   1.498   1.915   1.483   0.115   0.911   0.882   0.980   1.016  -0.047   0.036   -0.063
 1.2  -0.432   1.128   2.036   1.377   0.149   1.200   0.884   1.007   1.027  -0.052   0.032   -0.063
 1.3  -0.389   0.744   2.056   1.423   0.194   1.348   0.980   1.061   1.050  -0.046   0.031   -0.064
 1.4  -0.480   0.591   1.997   1.506   0.197   1.333   1.132   1.118   1.070  -0.043   0.032   -0.063
 1.5  -0.575   0.654   1.585   1.733   0.091   1.172   1.314   1.174   1.083  -0.032   0.033   -0.058
 1.6  -0.626   0.713   1.241   1.879   0.080   1.073   1.557   1.191   1.100  -0.079   0.032   -0.078
 1.7  -0.595   0.878   0.902   1.860   0.091   1.041   1.782   1.242   1.105  -0.083   0.036   -0.067
 1.8     ...   0.973   0.511   1.873   0.171   1.247   1.786   1.356   1.132  -0.075   0.034   -0.065
 1.9     ...   0.980   0.231   1.830   0.319   1.581   1.694   1.479   1.163  -0.079   0.047   -0.072
 2.0     ...   0.889   0.269   1.609   0.253   1.636   1.623   1.651   1.204  -0.070   0.043   -0.067
 2.1     ...   0.765   0.448   1.257   0.215   1.722   1.567   1.836   1.236  -0.055   0.039   -0.080
 2.2     ...   0.716   0.574   0.929   0.235   1.700   1.657   1.967   1.270  -0.066   0.038   -0.077
 2.3     ...   0.669   0.708   0.644   0.230   1.552   1.782   2.159   1.299  -0.001   0.038   -0.062
 2.4     ...   0.652   0.841   0.368   0.149   1.388   1.925   2.249   1.360  -0.052   0.043   -0.075
 2.5     ...   0.693   0.940   0.135   0.177   1.409   2.044   2.239   1.403  -0.103   0.060   -0.069
 2.6     ...     ...   0.858   0.116   0.258   1.296   2.172   2.267   1.468  -0.084   0.065   -0.081
 2.7     ...     ...   0.636   0.384   0.138   0.875   2.208   2.334   1.544  -0.108   0.063   -0.076
 2.8     ...     ...   0.549   0.581   0.030   0.459   2.238   2.376   1.650  -0.087   0.077   -0.081
 2.9     ...     ...   0.537   0.637  -0.049   0.196   2.179   2.416   1.784  -0.086   0.081   -0.091
 3.0     ...     ...   0.512   0.684  -0.099  -0.001   2.066   2.489   1.906  -0.047   0.068   -0.087
 3.1     ...     ...   0.466   0.750  -0.096  -0.214   1.967   2.632   2.021  -0.025   0.062   -0.099
 3.2     ...     ...   0.411   0.813   0.008  -0.220   1.842   2.716   2.125  -0.061   0.067   -0.097
 3.3     ...     ...   0.437   0.763   0.043   0.003   1.533   2.718   2.223  -0.065   0.063   -0.101
 3.4     ...     ...   0.434   0.647   0.022   0.289   1.153   2.731   2.332  -0.069   0.046   -0.111
 3.5     ...     ...   0.463   0.494   0.014   0.514   0.859   2.759   2.424  -0.058   0.038   -0.085
 3.6     ...     ...   0.500   0.432   0.113   0.805   0.538   2.892   2.467  -0.020   0.056   -0.080
