# Table 22 Colours of redshifted Kinney--Mannucci Sa galaxy
# SDSS (ugriz), WFCAM (ZYJHK) and 2MASS (J2,H2,K2) colours on the Vega system
# Col 1: redshift
# Col 2: u-g An entry with "..." denotes no colour available
# Col 3: g-r An entry with "..." denotes no colour available
# Col 4: r-i
# Col 5: i-z
# Col 6: Z-z
# Col 7: Z-Y
# Col 8: Y-J
# Col 9: J-H
# Col 10: H-K An entry with "..." denotes no colour available
# Col 11: J-J2
# Col 12: H-H2
# Col 13: K-K2 An entry with "..." denotes no colour available
#
 0.0   0.609   1.080   0.570   0.433   0.021   0.346   0.541   0.673     ...  -0.034   0.021      ...
 0.1   0.687   1.227   0.639   0.475   0.025   0.339   0.570   0.719   0.435  -0.035   0.023   -0.016
 0.2   0.661   1.442   0.766   0.480   0.022   0.341   0.601   0.749   0.609  -0.037   0.023   -0.013
 0.3   0.719   1.704   0.840   0.536   0.029   0.384   0.582   0.786   0.751  -0.037   0.024   -0.024
 0.4   0.633   1.933   0.874   0.633   0.021   0.376   0.594   0.825   0.820  -0.033   0.025   -0.049
 0.5   0.531   1.927   1.029   0.709   0.023   0.396   0.617   0.844   0.842  -0.027   0.027   -0.052
 0.6   0.347   1.830   1.248   0.737   0.032   0.480   0.652   0.826   0.872  -0.048   0.029   -0.052
 0.7   0.128   1.731   1.490   0.768   0.056   0.581   0.656   0.859   0.896  -0.037   0.027   -0.052
 0.8  -0.082   1.772   1.521   0.902   0.059   0.614   0.690   0.869   0.933  -0.032   0.030   -0.056
 0.9  -0.208   1.794   1.418   1.085   0.038   0.590   0.779   0.881   0.946  -0.037   0.030   -0.056
 1.0  -0.260   1.740   1.285   1.263   0.044   0.617   0.866   0.900   0.959  -0.043   0.023   -0.058
 1.1  -0.295   1.601   1.220   1.403   0.070   0.714   0.908   0.927   0.973  -0.056   0.034   -0.060
 1.2  -0.288   1.380   1.309   1.368   0.080   0.885   0.910   0.976   0.977  -0.052   0.030   -0.060
 1.3  -0.272   1.164   1.424   1.252   0.128   1.076   0.935   1.048   0.991  -0.047   0.028   -0.063
 1.4  -0.312   1.045   1.478   1.131   0.183   1.233   0.993   1.114   1.005  -0.044   0.029   -0.067
 1.5  -0.354   1.010   1.363   1.119   0.174   1.289   1.070   1.180   1.008  -0.037   0.031   -0.056
 1.6  -0.344   0.962   1.271   1.156   0.137   1.192   1.241   1.212   1.026  -0.060   0.031   -0.071
 1.7  -0.246   0.979   1.079   1.258   0.070   0.966   1.455   1.255   1.046  -0.063   0.036   -0.059
 1.8     ...   0.970   0.912   1.335   0.057   0.834   1.611   1.305   1.086  -0.064   0.039   -0.055
 1.9     ...   0.980   0.781   1.350   0.045   0.779   1.683   1.370   1.129  -0.069   0.046   -0.070
 2.0     ...   0.961   0.773   1.237   0.098   0.886   1.668   1.454   1.175  -0.080   0.043   -0.065
 2.1     ...   0.963   0.724   1.161   0.142   1.039   1.575   1.550   1.227  -0.081   0.042   -0.076
 2.2     ...   0.954   0.720   1.039   0.183   1.188   1.445   1.673   1.268  -0.079   0.038   -0.071
 2.3     ...   0.959   0.729   0.911   0.175   1.221   1.330   1.855   1.305  -0.030   0.037   -0.058
 2.4     ...   0.965   0.749   0.804   0.100   1.183   1.228   2.003   1.361  -0.043   0.041   -0.069
 2.5     ...   1.026   0.779   0.678   0.119   1.121   1.301   2.088   1.400  -0.043   0.049   -0.070
 2.6     ...     ...   0.755   0.661   0.121   0.994   1.373   2.156   1.445  -0.019   0.049   -0.080
 2.7     ...     ...   0.725   0.669   0.084   0.847   1.446   2.173   1.483  -0.052   0.051   -0.071
 2.8     ...     ...   0.706   0.667   0.070   0.715   1.564   2.128   1.545  -0.067   0.062   -0.084
 2.9     ...     ...   0.721   0.650   0.037   0.642   1.577   2.081   1.622  -0.081   0.066   -0.094
 3.0     ...     ...   0.733   0.644   0.020   0.577   1.566   2.047   1.693  -0.078   0.067   -0.094
 3.1     ...     ...   0.725   0.651   0.025   0.465   1.606   2.030   1.773  -0.098   0.072   -0.104
 3.2     ...     ...   0.697   0.679   0.033   0.434   1.534   2.028   1.855  -0.071   0.076   -0.101
 3.3     ...     ...   0.675   0.662   0.036   0.467   1.372   2.053   1.956  -0.038   0.073   -0.100
 3.4     ...     ...   0.630   0.658   0.044   0.515   1.247   2.037   2.064  -0.063   0.059   -0.100
 3.5     ...     ...   0.631   0.637   0.044   0.527   1.144   2.023   2.171  -0.045   0.049   -0.088
 3.6     ...     ...   0.696   0.634   0.049   0.576   0.974   2.066   2.244  -0.020   0.049   -0.089 
