# Table 21 Colours of redshifted Kinney--Mannucci S0 galaxy
# SDSS (ugriz), WFCAM (ZYJHK) and 2MASS (J2,H2,K2) colours on the Vega system
# Col 1: redshift
# Col 2: u-g An entry with "..." denotes no colour available
# Col 3: g-r An entry with "..." denotes no colour available
# Col 4: r-i
# Col 5: i-z
# Col 6: Z-z
# Col 7: Z-Y
# Col 8: Y-J
# Col 9: J-H
# Col 10: H-K An entry with "..." denotes no colour available
# Col 11: J-J2
# Col 12: H-H2
# Col 13: K-K2 An entry with "..." denotes no colour available
#
 0.0   0.728   1.084   0.600   0.471   0.017   0.336   0.551   0.651     ...  -0.037   0.023      ...
 0.1   0.677   1.293   0.653   0.492   0.031   0.377   0.552   0.709   0.433  -0.031   0.022   -0.013
 0.2   0.631   1.622   0.733   0.517   0.021   0.370   0.598   0.746   0.606  -0.037   0.021   -0.009
 0.3   0.876   1.895   0.833   0.548   0.028   0.389   0.625   0.786   0.739  -0.037   0.026   -0.027
 0.4   1.099   1.982   0.928   0.618   0.025   0.411   0.632   0.813   0.805  -0.039   0.026   -0.053
 0.5   1.077   1.861   1.202   0.683   0.031   0.424   0.647   0.850   0.828  -0.029   0.026   -0.051
 0.6   0.785   1.742   1.468   0.736   0.024   0.459   0.673   0.862   0.865  -0.041   0.029   -0.046
 0.7   0.427   1.796   1.638   0.828   0.048   0.543   0.699   0.897   0.898  -0.042   0.027   -0.049
 0.8   0.266   2.119   1.434   1.063   0.065   0.598   0.706   0.918   0.931  -0.035   0.030   -0.059
 0.9   0.144   2.259   1.253   1.322   0.029   0.592   0.754   0.933   0.946  -0.036   0.033   -0.062
 1.0   0.095   2.270   1.151   1.426   0.042   0.666   0.841   0.946   0.970  -0.043   0.026   -0.059
 1.1   0.005   2.092   1.205   1.452   0.106   0.870   0.877   0.969   0.998  -0.044   0.033   -0.057
 1.2  -0.011   1.739   1.535   1.218   0.142   1.159   0.886   0.993   1.015  -0.053   0.032   -0.058
 1.3  -0.023   1.399   1.769   1.104   0.203   1.346   0.959   1.050   1.037  -0.049   0.031   -0.061
 1.4  -0.131   1.207   1.933   1.037   0.191   1.322   1.100   1.106   1.054  -0.045   0.033   -0.066
 1.5  -0.318   1.215   1.857   1.085   0.089   1.154   1.274   1.172   1.064  -0.030   0.033   -0.060
 1.6  -0.446   1.202   1.688   1.272   0.104   0.990   1.522   1.181   1.083  -0.074   0.033   -0.077
 1.7  -0.492   1.319   1.370   1.506   0.055   0.710   1.761   1.231   1.088  -0.078   0.034   -0.067
 1.8     ...   1.338   1.044   1.707   0.021   0.685   1.754   1.331   1.114  -0.078   0.033   -0.063
 1.9     ...   1.326   0.814   1.796   0.031   0.782   1.684   1.440   1.149  -0.084   0.046   -0.069
 2.0     ...   1.262   0.752   1.711   0.140   0.999   1.568   1.619   1.190  -0.069   0.042   -0.065
 2.1     ...   1.104   0.812   1.613   0.191   1.232   1.385   1.802   1.226  -0.056   0.041   -0.076
 2.2     ...   0.981   0.929   1.367   0.269   1.525   1.222   1.933   1.264  -0.062   0.040   -0.073
 2.3     ...   0.901   1.035   1.110   0.262   1.623   1.123   2.124   1.296   0.001   0.035   -0.069
 2.4     ...   0.832   1.122   0.896   0.180   1.634   1.124   2.213   1.345  -0.045   0.042   -0.073
 2.5     ...   0.842   1.156   0.705   0.214   1.587   1.365   2.200   1.388  -0.061   0.059   -0.072
 2.6     ...     ...   1.123   0.625   0.256   1.508   1.553   2.187   1.448  -0.032   0.062   -0.081
 2.7     ...     ...   1.003   0.708   0.174   1.236   1.717   2.173   1.517  -0.054   0.061   -0.074
 2.8     ...     ...   0.844   0.866   0.076   0.891   1.906   2.103   1.618  -0.065   0.079   -0.077
 2.9     ...     ...   0.799   0.935   0.033   0.696   2.022   1.998   1.749  -0.107   0.082   -0.089
 3.0     ...     ...   0.746   0.977  -0.019   0.500   2.109   1.909   1.874  -0.095   0.069   -0.086
 3.1     ...     ...   0.676   1.009  -0.078   0.259   2.186   1.902   1.989  -0.119   0.061   -0.095
 3.2     ...     ...   0.582   1.070  -0.016   0.235   2.125   1.956   2.089  -0.055   0.066   -0.100
 3.3     ...     ...   0.607   0.965   0.076   0.418   1.892   2.040   2.184  -0.050   0.063   -0.107
 3.4     ...     ...   0.532   0.921   0.097   0.594   1.641   2.068   2.294  -0.082   0.046   -0.107
 3.5     ...     ...   0.481   0.830   0.072   0.755   1.362   2.132   2.380  -0.049   0.028   -0.083
 3.6     ...     ...   0.488   0.748   0.121   0.937   1.083   2.330   2.400  -0.004   0.040   -0.082
